ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,preparacao_bruta,otimo,regular,ruim,total_respostas,isc_linha
B,2026-06-10,Jantar,182.0,VEG,Bolo Salgado Vegano,Bolo Salgado Vegano,11.0,0.0,4.0,15.0,7.6
P1,2026-06-11,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,39.0,8.0,8.0,55.0,7.963636363636364
B,2026-06-11,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,36.0,3.0,3.0,42.0,9.0
P1,2026-06-11,Jantar,96.0,PV,Calabresa à Carioca,Calabresa à Carioca,95.0,12.0,6.0,113.0,8.991150442477876
B,2026-06-11,Jantar,96.0,PV,Calabresa à Carioca,Calabresa à Carioca,75.0,8.0,9.0,92.0,8.684782608695652
P1,2026-06-11,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,18.0,6.0,4.0,28.0,7.642857142857143
B,2026-06-11,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,21.0,3.0,1.0,25.0,9.04
P1,2026-06-12,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,15.0,3.0,6.0,24.0,7.125
B,2026-06-12,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,31.0,10.0,3.0,44.0,8.25
P1,2026-06-12,Jantar,136.0,PV,Torta de Calabresa,Torta de Calabresa,33.0,9.0,10.0,52.0,7.403846153846154
B,2026-06-12,Jantar,136.0,PV,Torta de Calabresa,Torta de Calabresa,47.0,14.0,6.0,67.0,8.149253731343284
P1,2026-06-12,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,16.0,2.0,5.0,23.0,7.608695652173913
B,2026-06-12,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,34.0,3.0,0.0,37.0,9.594594594594595
P1,2026-06-15,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,10.0,10.0,3.0,23.0,6.6521739130434785
B,2026-06-15,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,31.0,3.0,3.0,37.0,8.864864864864865
P1,2026-06-15,Jantar,129.0,PV,Paçoca de Carne,Paçoca de Carne,56.0,11.0,0.0,67.0,9.17910447761194
B,2026-06-15,Jantar,129.0,PV,Paçoca de Carne,Paçoca de Carne,57.0,5.0,4.0,66.0,9.075757575757576
P1,2026-06-15,Jantar,213.0,VEG,Yakissoba Vegetariano,Yakissoba Vegetariano,33.0,6.0,0.0,39.0,9.23076923076923
B,2026-06-15,Jantar,213.0,VEG,Yakissoba Vegetariano,Yakissoba Vegetariano,11.0,3.0,0.0,14.0,8.928571428571429
P1,2026-06-16,Jantar,83.0,PB,Sobrecoxa Crocante,Sobrecoxa Crocante,57.0,15.0,11.0,83.0,7.903614457831325
B,2026-06-16,Jantar,83.0,PB,Sobrecoxa Crocante,Sobrecoxa Crocante,43.0,8.0,4.0,55.0,8.618181818181819
P1,2026-06-16,Jantar,126.0,PV,Jardineira de Carne Moída,Jardineira de Carne Moída,61.0,10.0,7.0,78.0,8.551282051282051
B,2026-06-16,Jantar,126.0,PV,Jardineira de Carne Moída,Jardineira de Carne Moída,56.0,5.0,0.0,61.0,9.59016393442623
P1,2026-06-16,Jantar,208.0,VEG,Soja à Bolonhesa,Soja à Bolonhesa,20.0,7.0,25.0,52.0,5.0
B,2026-06-16,Jantar,208.0,VEG,Soja à Bolonhesa,Soja à Bolonhesa,10.0,2.0,1.0,13.0,8.538461538461538
P1,2026-06-17,Jantar,57.0,PB,Cubos de Frango ao M. de Legumes,Cubos de Frango ao M. de Legumes,19.0,9.0,10.0,38.0,6.447368421052632
B,2026-06-17,Jantar,57.0,PB,Cubos de Frango ao M. de Legumes,Cubos de Frango ao M. de Legumes,39.0,8.0,4.0,51.0,8.509803921568627
P1,2026-06-17,Jantar,118.0,PV,Estrogonofe de Carne,Estrogonofe de Carne,96.0,19.0,3.0,118.0,8.966101694915254
B,2026-06-17,Jantar,118.0,PV,Estrogonofe de Carne,Estrogonofe de Carne,79.0,4.0,0.0,83.0,9.759036144578314
P1,2026-06-17,Jantar,172.0,VEG,Almôndegas de Lentilha,Almôndegas de Lentilha,2.0,3.0,4.0,9.0,4.333333333333333
B,2026-06-17,Jantar,172.0,VEG,Almôndegas de Lentilha,Almôndegas de Lentilha,8.0,0.0,3.0,11.0,7.545454545454546
P1,2026-06-18,Jantar,76.0,PB,Peixe Assado,Peixe Assado,58.0,7.0,4.0,69.0,8.971014492753623
B,2026-06-18,Jantar,76.0,PB,Peixe Assado,Peixe Assado,50.0,5.0,1.0,56.0,9.392857142857142
P1,2026-06-18,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,51.0,10.0,2.0,63.0,8.920634920634921
B,2026-06-18,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,62.0,7.0,14.0,83.0,8.060240963855422
P1,2026-06-18,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,15.0,2.0,5.0,22.0,7.5
B,2026-06-18,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,15.0,6.0,4.0,25.0,7.36
P1,2026-06-19,Jantar,63.0,PB,Escondidinho de Frango,Escondidinho de Frango,41.0,5.0,8.0,54.0,8.203703703703704
B,2026-06-19,Jantar,63.0,PB,Escondidinho de Frango,Escondidinho de Frango,55.0,3.0,5.0,63.0,9.047619047619047
P1,2026-06-19,Jantar,96.0,PV,Calabresa à Carioca,Calabresa à Carioca,24.0,3.0,1.0,28.0,9.142857142857142
B,2026-06-19,Jantar,96.0,PV,Calabresa à Carioca,Calabresa à Carioca,9.0,1.0,3.0,13.0,7.538461538461538
P1,2026-06-19,Jantar,184.0,VEG,Escondidinho de Legumes,Escondidinho de Legumes,3.0,8.0,4.0,15.0,4.933333333333334
B,2026-06-19,Jantar,184.0,VEG,Escondidinho de Legumes,Escondidinho de Legumes,1.0,2.0,1.0,4.0,5.25
P1,2026-06-22,Jantar,86.0,PB,Sobrecoxa Desossada ao M.Ervas,Sobrecoxa Desossada ao M.Ervas,43.0,18.0,7.0,68.0,7.75
B,2026-06-22,Jantar,86.0,PB,Sobrecoxa Desossada ao M.Ervas,Sobrecoxa Desossada ao M.Ervas,29.0,10.0,8.0,47.0,7.404255319148936
P1,2026-06-22,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,53.0,6.0,9.0,68.0,8.367647058823529
B,2026-06-22,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,37.0,8.0,10.0,55.0,7.636363636363637
P1,2026-06-22,Jantar,180.0,VEG,Bolinho de Ervilha com Aveia,Bolinho de Ervilha com Aveia,7.0,3.0,4.0,14.0,6.357142857142857
B,2026-06-22,Jantar,180.0,VEG,Bolinho de Ervilha com Aveia,Bolinho de Ervilha com Aveia,7.0,1.0,4.0,12.0,6.583333333333333
P1,2026-06-23,Jantar,64.0,PB,Estrogonofe de Frango,Estrogonofe de Frango,52.0,11.0,3.0,66.0,8.757575757575758
B,2026-06-23,Jantar,64.0,PB,Estrogonofe de Frango,Estrogonofe de Frango,66.0,6.0,2.0,74.0,9.35135135135135
P1,2026-06-23,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,46.0,12.0,1.0,59.0,8.830508474576272
B,2026-06-23,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,26.0,6.0,4.0,36.0,8.166666666666666
P1,2026-06-23,Jantar,192.0,VEG,Jardineira de Soja,Jardineira de Soja,12.0,1.0,2.0,15.0,8.466666666666667
B,2026-06-23,Jantar,192.0,VEG,Jardineira de Soja,Jardineira de Soja,8.0,2.0,0.0,10.0,9.0
P1,2026-06-25,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,23.0,8.0,3.0,34.0,8.029411764705882
B,2026-06-25,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,42.0,9.0,1.0,52.0,8.961538461538462
P1,2026-06-25,Jantar,106.0,PV,Cubo Suíno ao Molho Barbecue,Cubo Suíno ao Molho Barbecue,40.0,1.0,1.0,42.0,9.666666666666666
B,2026-06-25,Jantar,106.0,PV,Cubo Suíno ao Molho Barbecue,Cubo Suíno ao Molho Barbecue,39.0,4.0,2.0,45.0,9.155555555555555
P1,2026-06-25,Jantar,185.0,VEG,Escondidinho de Soja,Escondidinho de Soja,19.0,2.0,1.0,22.0,9.136363636363637
B,2026-06-25,Jantar,185.0,VEG,Escondidinho de Soja,Escondidinho de Soja,5.0,3.0,0.0,8.0,8.125
P1,2026-06-26,Jantar,60.0,PB,Cubos de Frango com Batata Rústica,Cubos de Frango com Batata Rústica,18.0,5.0,0.0,23.0,8.91304347826087
B,2026-06-26,Jantar,60.0,PB,Cubos de Frango com Batata Rústica,Cubos de Frango com Batata Rústica,18.0,5.0,3.0,26.0,8.0
P1,2026-06-26,Jantar,117.0,PV,Escondidinho de Carne,Escondidinho de Carne,116.0,16.0,4.0,136.0,9.147058823529411
B,2026-06-26,Jantar,117.0,PV,Escondidinho de Carne,Escondidinho de Carne,48.0,4.0,1.0,53.0,9.452830188679245
P1,2026-06-26,Jantar,181.0,VEG,Bolinho de grão de bico,Bolinho de grão de bico,2.0,1.0,2.0,5.0,5.4
B,2026-06-26,Jantar,181.0,VEG,Bolinho de grão de bico,Bolinho de grão de bico,7.0,4.0,4.0,15.0,6.266666666666667
P1,2026-06-29,Jantar,67.0,PB,Fricassê de Frango,Fricassê de Frango,,,,,
B,2026-06-29,Jantar,67.0,PB,Fricassê de Frango,Fricassê de Frango,,,,,
P1,2026-06-29,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,,,,,
B,2026-06-29,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,,,,,
P1,2026-06-29,Jantar,205.0,VEG,Salpicão vegano,Salpicão vegano,,,,,
B,2026-06-29,Jantar,205.0,VEG,Salpicão vegano,Salpicão vegano,,,,,
P1,2026-06-30,Jantar,84.0,PB,Sobrecoxa Desossada,Sobrecoxa Desossada,23.0,11.0,3.0,37.0,7.783783783783784
B,2026-06-30,Jantar,84.0,PB,Sobrecoxa Desossada,Sobrecoxa Desossada,37.0,8.0,4.0,49.0,8.448979591836734
P1,2026-06-30,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,40.0,12.0,3.0,55.0,8.418181818181818
B,2026-06-30,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,43.0,4.0,2.0,49.0,9.224489795918368
P1,2026-06-30,Jantar,190.0,VEG,Hambúrguer de Soja,Hambúrguer de Soja,17.0,1.0,1.0,19.0,9.263157894736842
B,2026-06-30,Jantar,190.0,VEG,Hambúrguer de Soja,Hambúrguer de Soja,18.0,0.0,3.0,21.0,8.714285714285714
P1,2026-07-01,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,12.0,9.0,1.0,22.0,7.545454545454546
B,2026-07-01,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,29.0,3.0,0.0,32.0,9.53125
P1,2026-07-01,Jantar,123.0,PV,Isca de Carne ao M. Tomate,Isca de Carne ao M. Tomate,43.0,6.0,1.0,50.0,9.22
B,2026-07-01,Jantar,123.0,PV,Isca de Carne ao M. Tomate,Isca de Carne ao M. Tomate,48.0,3.0,2.0,53.0,9.377358490566039
P1,2026-07-01,Jantar,199.0,VEG,Panqueca Vegana ao Molho Branco,Panqueca Vegana ao Molho Branco,10.0,0.0,7.0,17.0,6.294117647058823
B,2026-07-01,Jantar,199.0,VEG,Panqueca Vegana ao Molho Branco,Panqueca Vegana ao Molho Branco,18.0,3.0,0.0,21.0,9.285714285714286
P1,2026-07-02,Jantar,79.0,PB,Peixe à Delícia,Peixe à Delícia,53.0,4.0,1.0,58.0,9.5
B,2026-07-02,Jantar,79.0,PB,Peixe à Delícia,Peixe à Delícia,38.0,5.0,0.0,43.0,9.418604651162791
P1,2026-07-02,Jantar,113.0,PV,Cubos de Carne ao M. Madeira,Cubos de Carne ao M. Madeira,50.0,5.0,16.0,71.0,7.619718309859155
B,2026-07-02,Jantar,113.0,PV,Cubos de Carne ao M. Madeira,Cubos de Carne ao M. Madeira,47.0,8.0,5.0,60.0,8.583333333333334
P1,2026-07-02,Jantar,210.0,VEG,Suflê de Legumes,Suflê de Legumes,16.0,1.0,3.0,20.0,8.4
B,2026-07-02,Jantar,210.0,VEG,Suflê de Legumes,Suflê de Legumes,8.0,2.0,0.0,10.0,9.0
P1,2026-07-03,Jantar,53.0,PB,Cubos de Frango ao M. Escuro,Cubos de Frango ao M. Escuro,11.0,1.0,1.0,13.0,8.923076923076923
B,2026-07-03,Jantar,53.0,PB,Cubos de Frango ao M. Escuro,Cubos de Frango ao M. Escuro,18.0,4.0,2.0,24.0,8.416666666666666
P1,2026-07-03,Jantar,116.0,PV,Escondidinho de Calabresa,Escondidinho de Calabresa,38.0,26.0,0.0,64.0,7.96875
B,2026-07-03,Jantar,116.0,PV,Escondidinho de Calabresa,Escondidinho de Calabresa,41.0,3.0,2.0,46.0,9.282608695652174
P1,2026-07-03,Jantar,211.0,VEG,Torta de Legumes,Torta de Legumes,3.0,0.0,0.0,3.0,10.0
B,2026-07-03,Jantar,211.0,VEG,Torta de Legumes,Torta de Legumes,8.0,0.0,1.0,9.0,9.0
P1,2026-07-06,Jantar,65.0,PB,Frango Xadrez,Frango Xadrez,24.0,4.0,4.0,32.0,8.25
B,2026-07-06,Jantar,65.0,PB,Frango Xadrez,Frango Xadrez,29.0,5.0,2.0,36.0,8.805555555555555
P1,2026-07-06,Jantar,130.0,PV,Picadinho com Legumes,Picadinho com Legumes,27.0,3.0,2.0,32.0,8.96875
B,2026-07-06,Jantar,130.0,PV,Picadinho com Legumes,Picadinho com Legumes,38.0,10.0,4.0,52.0,8.346153846153847
P1,2026-07-06,Jantar,204.0,VEG,Rocombole Grão de Bico,Rocombole Grão de Bico,8.0,1.0,3.0,12.0,7.333333333333333
B,2026-07-06,Jantar,204.0,VEG,Rocombole Grão de Bico,Rocombole Grão de Bico,12.0,3.0,3.0,18.0,7.666666666666667
P1,2026-07-07,Jantar,89.0,PB,Sobrecoxa ao M. de Legumes,Sobrecoxa ao M. de Legumes,10.0,2.0,3.0,15.0,7.533333333333333
B,2026-07-07,Jantar,89.0,PB,Sobrecoxa ao M. de Legumes,Sobrecoxa ao M. de Legumes,19.0,8.0,5.0,32.0,7.34375
P1,2026-07-07,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,22.0,4.0,5.0,31.0,7.903225806451613
B,2026-07-07,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,28.0,4.0,1.0,33.0,9.121212121212121
P1,2026-07-07,Jantar,177.0,VEG,Bobó de Legumes,Bobó de Legumes,2.0,3.0,5.0,10.0,4.0
B,2026-07-07,Jantar,177.0,VEG,Bobó de Legumes,Bobó de Legumes,8.0,2.0,0.0,10.0,9.0
P1,2026-07-08,Jantar,92.0,PB,Vatapá de Frango,Vatapá de Frango,40.0,0.0,1.0,41.0,9.78048780487805
B,2026-07-08,Jantar,92.0,PB,Vatapá de Frango,Vatapá de Frango,30.0,1.0,1.0,32.0,9.5625
P1,2026-07-08,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,15.0,3.0,0.0,18.0,9.166666666666666
B,2026-07-08,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,17.0,3.0,1.0,21.0,8.857142857142858
P1,2026-07-08,Jantar,182.0,VEG,Bolo Salgado Vegano,Bolo Salgado Vegano,1.0,0.0,1.0,2.0,5.5
B,2026-07-08,Jantar,182.0,VEG,Bolo Salgado Vegano,Bolo Salgado Vegano,2.0,0.0,2.0,4.0,5.5
P1,2026-07-09,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,11.0,0.0,5.0,16.0,7.1875
B,2026-07-09,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,14.0,1.0,0.0,15.0,9.666666666666666
P1,2026-07-09,Jantar,132.0,PV,Suíno Acebolado,Suíno Acebolado,,,,,
B,2026-07-09,Jantar,132.0,PV,Suíno Acebolado,Suíno Acebolado,4.0,0.0,0.0,4.0,10.0
P1,2026-07-09,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,9.0,1.0,0.0,10.0,9.5
B,2026-07-09,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,8.0,0.0,0.0,8.0,10.0
P1,2026-07-10,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,14.0,7.0,0.0,21.0,8.333333333333334
B,2026-07-10,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,9.0,0.0,2.0,11.0,8.363636363636363
P1,2026-07-10,Jantar,136.0,PV,Torta de Calabresa,Torta de Calabresa,15.0,2.0,2.0,19.0,8.526315789473685
B,2026-07-10,Jantar,136.0,PV,Torta de Calabresa,Torta de Calabresa,9.0,4.0,24.0,37.0,3.6216216216216215
P1,2026-07-10,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,4.0,0.0,2.0,6.0,7.0
B,2026-07-10,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,1.0,0.0,1.0,2.0,5.5
P1,2026-07-13,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,8.0,2.0,0.0,10.0,9.0
B,2026-07-13,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,6.0,0.0,0.0,6.0,10.0
P1,2026-07-13,Jantar,129.0,PV,Paçoca de Carne,Paçoca de Carne,21.0,2.0,0.0,23.0,9.565217391304348
B,2026-07-13,Jantar,129.0,PV,Paçoca de Carne,Paçoca de Carne,15.0,2.0,0.0,17.0,9.411764705882353
P1,2026-07-13,Jantar,213.0,VEG,Yakissoba Vegetariano,Yakissoba Vegetariano,1.0,0.0,0.0,1.0,10.0
B,2026-07-13,Jantar,213.0,VEG,Yakissoba Vegetariano,Yakissoba Vegetariano,1.0,0.0,0.0,1.0,10.0
P1,2026-07-14,Jantar,83.0,PB,Sobrecoxa Crocante,Sobrecoxa Crocante,20.0,4.0,0.0,24.0,9.166666666666666
B,2026-07-14,Jantar,83.0,PB,Sobrecoxa Crocante,Sobrecoxa Crocante,10.0,0.0,1.0,11.0,9.181818181818182
P1,2026-07-14,Jantar,126.0,PV,Jardineira de Carne Moída,Jardineira de Carne Moída,26.0,2.0,0.0,28.0,9.642857142857142
B,2026-07-14,Jantar,126.0,PV,Jardineira de Carne Moída,Jardineira de Carne Moída,18.0,3.0,1.0,22.0,8.909090909090908
P1,2026-07-14,Jantar,208.0,VEG,Soja à Bolonhesa,Soja à Bolonhesa,1.0,0.0,4.0,5.0,2.8
B,2026-07-14,Jantar,208.0,VEG,Soja à Bolonhesa,Soja à Bolonhesa,2.0,0.0,0.0,2.0,10.0
P1,2026-07-15,Jantar,57.0,PB,Cubos de Frango ao M. de Legumes,Cubos de Frango ao M. de Legumes,4.0,2.0,0.0,6.0,8.333333333333334
B,2026-07-15,Jantar,57.0,PB,Cubos de Frango ao M. de Legumes,Cubos de Frango ao M. de Legumes,7.0,3.0,0.0,10.0,8.5
P1,2026-07-15,Jantar,118.0,PV,Estrogonofe de Carne,Estrogonofe de Carne,10.0,1.0,2.0,13.0,8.23076923076923
B,2026-07-15,Jantar,118.0,PV,Estrogonofe de Carne,Estrogonofe de Carne,6.0,2.0,3.0,11.0,6.636363636363637
P1,2026-07-15,Jantar,172.0,VEG,Almôndegas de Lentilha,Almôndegas de Lentilha,2.0,0.0,0.0,2.0,10.0
B,2026-07-15,Jantar,172.0,VEG,Almôndegas de Lentilha,Almôndegas de Lentilha,0.0,0.0,0.0,0.0,
P1,2026-07-16,Jantar,76.0,PB,Peixe Assado,Peixe Assado,13.0,0.0,1.0,14.0,9.357142857142858
B,2026-07-16,Jantar,76.0,PB,Peixe Assado,Peixe Assado,7.0,2.0,1.0,10.0,8.1
P1,2026-07-16,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,8.0,3.0,1.0,12.0,8.0
B,2026-07-16,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,6.0,1.0,1.0,8.0,8.25
P1,2026-07-16,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,4.0,0.0,0.0,4.0,10.0
B,2026-07-16,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,2.0,0.0,1.0,3.0,7.0
P1,2026-07-17,Jantar,63.0,PB,Escondidinho de Frango,Escondidinho de Frango,2.0,1.0,0.0,3.0,8.333333333333334
B,2026-07-17,Jantar,63.0,PB,Escondidinho de Frango,Escondidinho de Frango,23.0,0.0,0.0,23.0,10.0
P1,2026-07-17,Jantar,134.0,PV,Suíno ao Molho Barbecue,Suíno ao Molho Barbecue,1.0,0.0,0.0,1.0,10.0
B,2026-07-17,Jantar,134.0,PV,Suíno ao Molho Barbecue,Suíno ao Molho Barbecue,12.0,3.0,1.0,16.0,8.5
P1,2026-07-17,Jantar,184.0,VEG,Escondidinho de Legumes,Escondidinho de Legumes,0.0,0.0,0.0,0.0,
B,2026-07-17,Jantar,184.0,VEG,Escondidinho de Legumes,Escondidinho de Legumes,4.0,0.0,1.0,5.0,8.2
P1,2026-07-20,Jantar,86.0,PB,Sobrecoxa Desossada ao M.Ervas,Sobrecoxa Desossada ao M.Ervas,5.0,1.0,1.0,7.0,8.0
B,2026-07-20,Jantar,86.0,PB,Sobrecoxa Desossada ao M.Ervas,Sobrecoxa Desossada ao M.Ervas,0.0,0.0,4.0,4.0,1.0
P1,2026-07-20,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,6.0,1.0,0.0,7.0,9.285714285714286
B,2026-07-20,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,4.0,0.0,0.0,4.0,10.0
P1,2026-07-20,Jantar,178.0,VEG,Bolinha de Ervilha c/ Aveia,Bolinha de Ervilha c/ Aveia,0.0,0.0,0.0,0.0,
B,2026-07-20,Jantar,178.0,VEG,Bolinha de Ervilha c/ Aveia,Bolinha de Ervilha c/ Aveia,0.0,0.0,2.0,2.0,1.0
P1,2026-07-21,Jantar,64.0,PB,Estrogonofe de Frango,Estrogonofe de Frango,8.0,1.0,1.0,10.0,8.6
B,2026-07-21,Jantar,64.0,PB,Estrogonofe de Frango,Estrogonofe de Frango,9.0,0.0,0.0,9.0,10.0
P1,2026-07-21,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,6.0,2.0,0.0,8.0,8.75
B,2026-07-21,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,5.0,1.0,1.0,7.0,8.0
P1,2026-07-21,Jantar,192.0,VEG,Jardineira de Soja,Jardineira de Soja,0.0,0.0,1.0,1.0,1.0
B,2026-07-21,Jantar,192.0,VEG,Jardineira de Soja,Jardineira de Soja,0.0,1.0,0.0,1.0,5.0
P1,2026-07-22,Jantar,81.0,PB,Sobrecoxa Assada,Sobrecoxa Assada,8.0,2.0,1.0,11.0,8.272727272727273
B,2026-07-22,Jantar,81.0,PB,Sobrecoxa Assada,Sobrecoxa Assada,1.0,0.0,0.0,1.0,10.0
P1,2026-07-22,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,10.0,1.0,0.0,11.0,9.545454545454545
B,2026-07-22,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,6.0,1.0,0.0,7.0,9.285714285714286
P1,2026-07-22,Jantar,194.0,VEG,Lasanha de Batatas,Lasanha de Batatas,0.0,0.0,1.0,1.0,1.0
B,2026-07-22,Jantar,194.0,VEG,Lasanha de Batatas,Lasanha de Batatas,4.0,0.0,0.0,4.0,10.0
P1,2026-07-23,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,3.0,0.0,0.0,3.0,10.0
B,2026-07-23,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,3.0,0.0,0.0,3.0,10.0
P1,2026-07-23,Jantar,106.0,PV,Cubo Suíno ao Molho Barbecue,Cubo Suíno ao Molho Barbecue,7.0,3.0,0.0,10.0,8.5
B,2026-07-23,Jantar,106.0,PV,Cubo Suíno ao Molho Barbecue,Cubo Suíno ao Molho Barbecue,4.0,3.0,0.0,7.0,7.857142857142857
P1,2026-07-23,Jantar,185.0,VEG,Escondidinho de Soja,Escondidinho de Soja,0.0,0.0,0.0,0.0,
B,2026-07-23,Jantar,185.0,VEG,Escondidinho de Soja,Escondidinho de Soja,0.0,0.0,1.0,1.0,1.0
P1,2026-07-24,Jantar,58.0,PB,Cubos de Frango ao M. de Tomate,Cubos de Frango ao M. de Tomate,7.0,1.0,0.0,8.0,9.375
B,2026-07-24,Jantar,58.0,PB,Cubos de Frango ao M. de Tomate,Cubos de Frango ao M. de Tomate,8.0,0.0,0.0,8.0,10.0
P1,2026-07-24,Jantar,95.0,PV,Calabresa Acebolada,Calabresa Acebolada,8.0,1.0,1.0,10.0,8.6
B,2026-07-24,Jantar,95.0,PV,Calabresa Acebolada,Calabresa Acebolada,4.0,1.0,0.0,5.0,9.0
P1,2026-07-24,Jantar,181.0,VEG,Bolinho de grão de bico,Bolinho de grão de bico,0.0,2.0,0.0,2.0,5.0
B,2026-07-24,Jantar,181.0,VEG,Bolinho de grão de bico,Bolinho de grão de bico,0.0,0.0,0.0,0.0,
P1,2026-07-27,Jantar,67.0,PB,Fricassê de Frango,Fricassê de Frango,7.0,0.0,0.0,7.0,10.0
B,2026-07-27,Jantar,67.0,PB,Fricassê de Frango,Fricassê de Frango,5.0,1.0,2.0,8.0,7.125
P1,2026-07-27,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,11.0,0.0,0.0,11.0,10.0
B,2026-07-27,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,8.0,0.0,2.0,10.0,8.2
P1,2026-07-27,Jantar,205.0,VEG,Salpicão vegano,Salpicão vegano,0.0,1.0,0.0,1.0,5.0
B,2026-07-27,Jantar,205.0,VEG,Salpicão vegano,Salpicão vegano,2.0,0.0,0.0,2.0,10.0
P1,2026-07-28,Jantar,81.0,PB,Sobrecoxa Assada,Sobrecoxa Assada,9.0,2.0,0.0,11.0,9.090909090909092
B,2026-07-28,Jantar,81.0,PB,Sobrecoxa Assada,Sobrecoxa Assada,8.0,0.0,0.0,8.0,10.0
P1,2026-07-28,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,8.0,0.0,0.0,8.0,10.0
B,2026-07-28,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,9.0,1.0,0.0,10.0,9.5
P1,2026-07-28,Jantar,190.0,VEG,Hambúrguer de Soja,Hambúrguer de Soja,1.0,1.0,4.0,6.0,3.1666666666666665
B,2026-07-28,Jantar,190.0,VEG,Hambúrguer de Soja,Hambúrguer de Soja,2.0,0.0,1.0,3.0,7.0
P1,2026-07-29,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,7.0,2.0,0.0,9.0,8.88888888888889
B,2026-07-29,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,16.0,0.0,0.0,16.0,10.0
P1,2026-07-29,Jantar,123.0,PV,Isca de Carne ao M. Tomate,Isca de Carne ao M. Tomate,9.0,3.0,0.0,12.0,8.75
